job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
632,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,immediate experience salary salary experience,experience management experience salary experience,immediate salary experience experience management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
633,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience experience experience,experience salary salary salary experience,salary logistics management salary experience,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
634,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary management logistics logistics salary,experience experience experience experience logistics,salary experience management management salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
635,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,salary wire management immediate immediate,immediate management management immediate immediate,immediate wire wire wire wire,0,0,1,Contract,Not Applicable,High School,Staffing,Admin,1
636,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience experience experience salary,management experience experience salary management,experience logistics management experience salary,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
637,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management experience salary management experience,logistics management experience management salary,salary salary salary salary experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
638,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience immediate experience experience,management experience experience salary experience,management salary management salary salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
639,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience management immediate salary,salary management salary salary logistics,experience experience experience management management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
640,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management salary experience experience experience,experience experience salary experience experience,experience salary experience management salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
641,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate wire immediate logistics wire,wire wire management wire wire,wire experience immediate experience immediate,0,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
642,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary salary management salary,salary salary experience experience logistics,salary salary experience salary salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
643,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary experience management salary,salary immediate salary management salary,experience management salary experience management,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
644,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics salary immediate experience experience,salary salary management experience experience,logistics experience management salary management,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
645,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,experience immediate wire management salary,wire immediate immediate immediate wire,management immediate wire salary salary,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
646,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience management salary,experience management salary logistics experience,experience immediate experience salary salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
647,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management management management salary experience,management logistics salary experience experience,logistics experience management experience salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
648,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience salary management management,wire salary experience salary salary,salary salary management immediate experience,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
649,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,logistics experience immediate salary management,management management management experience experience,logistics experience logistics salary experience,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
650,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience management experience experience experience,experience experience experience experience logistics,salary management logistics immediate experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
651,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,wire management immediate immediate immediate,wire management wire wire immediate,experience wire salary immediate immediate,1,1,0,Contract,Not Applicable,High School,Staffing,Admin,1
652,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience salary management,experience salary management salary experience,salary management experience salary logistics,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
653,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience salary experience experience,management experience salary salary salary,experience experience logistics management salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
654,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience management salary salary,experience salary management salary logistics,experience salary logistics logistics experience,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
655,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary salary salary logistics,experience experience experience management salary,salary salary experience experience salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
656,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,experience immediate immediate immediate immediate,experience wire wire logistics immediate,wire immediate salary wire wire,1,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
657,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience logistics experience logistics salary,experience experience logistics experience experience,salary experience management experience experience,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
658,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience immediate experience salary experience,logistics experience experience logistics experience,salary salary experience experience logistics,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
659,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary salary salary experience salary,experience salary experience experience logistics,experience experience salary management immediate,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
660,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,management salary salary logistics salary,salary experience salary experience salary,experience experience experience experience salary,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
661,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,salary experience salary management logistics,logistics salary management experience management,salary salary salary experience salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
662,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience experience salary experience logistics,experience experience salary management salary,management experience management salary experience,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
663,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary experience experience management,experience logistics experience experience experience,logistics experience salary experience salary,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
664,Hardware Engineer,"Medford, MA",ECE,80k-120k,Tufts University,experience salary salary experience salary,experience experience experience experience management,salary management experience salary salary,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
665,Data Entry Specialist,Remote,Finance,High Weekly Pay,Secure Hires Inc,immediate immediate management wire wire,immediate wire wire wire immediate,immediate immediate salary salary wire,0,0,0,Contract,Not Applicable,High School,Staffing,Admin,1
